día,baseline,modelo,penalizaciones,solar
707 - 2019-11-18,1.4344107861430297,-0.7649452208996943,10.0,14.369000000000002
708 - 2019-11-19,1.4696752167542815,-3.0162548780075453,40.0,15.188
709 - 2019-11-20,2.0067950601918163,-0.2065712303712916,10.0,15.146
710 - 2019-11-21,1.2652330404334862,-2.9239375456364196,10.0,15.293
711 - 2019-11-22,1.2372348549045804,-0.42928180917665515,30.0,14.165000000000001
712 - 2019-11-23,1.4332744278796337,-0.5713527775304756,20.0,14.064999999999998
713 - 2019-11-24,1.7950378472161468,-1.2573607284647026,40.0,14.684000000000001
714 - 2019-11-25,1.2175205088171905,-1.136479771631818,0.0,14.941999999999998
715 - 2019-11-26,1.4555799938227831,-0.1826637071628387,40.0,14.364
716 - 2019-11-27,1.667255153757431,-0.19573615027226254,50.0,15.365
717 - 2019-11-28,1.4881850327028505,-1.4486043433961728,30.0,13.482
718 - 2019-11-29,1.3729987356010747,-2.282494612965018,30.0,14.379000000000001
719 - 2019-11-30,1.5536515883315074,-1.7505484886270948,30.0,14.020000000000001
720 - 2019-12-01,2.142732735153468,-0.2724225252501138,0.0,15.608
721 - 2019-12-02,1.524798723657283,-0.5577168163579034,20.0,11.988999999999999
722 - 2019-12-03,1.6312078064539288,-0.304118579163664,30.0,12.666
723 - 2019-12-04,1.6869542541896956,-1.6510662582934592,20.0,12.682
724 - 2019-12-05,0.9293213091600012,-0.39091373728642725,30.0,12.334
725 - 2019-12-06,0.2669585937510773,-2.858545243369211,30.0,13.277
726 - 2019-12-07,0.3063561756811103,-3.1699369148911707,30.0,12.847999999999999
727 - 2019-12-08,0.2454856421450092,-2.8659775428956227,0.0,12.609000000000002
728 - 2019-12-09,0.2449583108718034,-0.8473884999617689,0.0,12.834999999999999
729 - 2019-12-10,0.27006946865512943,-2.3557191898548746,20.0,11.956999999999999
730 - 2019-12-11,1.636117431480114,-1.6337341758081207,20.0,12.504999999999999
731 - 2019-12-12,1.6117985384782783,-2.1755065189860003,30.0,13.104999999999999
732 - 2019-12-13,1.3496905705773614,-2.1526961335716197,0.0,12.535999999999998
733 - 2019-12-14,1.4264265819513058,-0.6225599451220527,10.0,13.283999999999999
734 - 2019-12-15,1.3123809857186786,-0.773276718100006,10.0,13.046999999999997
735 - 2019-12-16,1.2270291316504884,-0.5993789947528071,20.0,13.386
736 - 2019-12-17,1.7230277900962,-1.8447219219908548,20.0,13.285999999999998
737 - 2019-12-18,1.2872940760305263,-0.22696054161947785,20.0,13.289
738 - 2019-12-19,1.0579940546635773,-1.5403035487550027,10.0,12.666
739 - 2019-12-20,1.2094260135026942,-1.7244013359224926,30.0,11.960999999999999
740 - 2019-12-21,1.8370428098648819,-1.2536001964862211,50.0,12.832
741 - 2019-12-22,1.1198128367578797,-1.5382990162867214,30.0,12.472
742 - 2019-12-23,1.4371459289741277,-0.2820796235530532,0.0,13.216
743 - 2019-12-24,1.601288255551185,-0.17753078876272127,60.0,11.692000000000002
744 - 2019-12-25,1.5536908324979226,-0.1797347066377405,40.0,12.935999999999998
745 - 2019-12-26,1.1145950612063777,-2.153021874365172,50.0,12.032999999999998
746 - 2019-12-27,1.5052376393590114,-0.6610578146458975,10.0,12.297
747 - 2019-12-28,1.8055695709347053,0.14061806445495906,20.0,12.626
748 - 2019-12-29,1.28510072087569,-0.6230808416977638,10.0,12.607000000000001
749 - 2019-12-30,1.1539190003169681,-0.583080513288343,20.0,12.643
750 - 2019-12-31,1.3761304759318544,-0.6073952598805598,30.0,12.869
751 - 2020-01-01,1.3476006908866962,-2.2903088385868102,10.0,12.443999999999999
752 - 2020-01-02,1.290737178666355,-0.2892846860033669,10.0,13.232999999999999
753 - 2020-01-03,1.2409102960595608,0.07511961187608729,20.0,12.046
754 - 2020-01-04,1.4372372656605992,-0.7804962326762046,20.0,13.119
755 - 2020-01-05,1.0317637982937722,-1.4498647534167985,10.0,13.427999999999999
756 - 2020-01-06,1.5999523889066123,-1.5173592957513518,20.0,12.049
757 - 2020-01-07,1.0234197189655583,-0.9940626669226325,20.0,11.535
758 - 2020-01-08,1.5758587997541467,0.4677319538182605,30.0,13.081999999999999
759 - 2020-01-09,1.660159466348386,-1.9206501956061428,20.0,12.066000000000003
760 - 2020-01-10,1.396968632922927,-0.9397721441936275,10.0,12.251999999999999
761 - 2020-01-11,2.0844329892341853,-0.5027194866739112,20.0,12.725999999999999
762 - 2020-01-12,0.8186004391595268,-1.278969477381429,20.0,12.594
763 - 2020-01-13,1.3985088231981038,-0.458980005809365,20.0,13.504999999999999
764 - 2020-01-14,1.4448044372636815,-0.9019753181793074,0.0,11.985
765 - 2020-01-15,1.3006470567079782,-1.1328181210439634,40.0,13.159999999999998
766 - 2020-01-16,1.7088595053615647,-1.1745498352300396,10.0,12.823
767 - 2020-01-17,1.311601156312201,-0.3657551987749858,20.0,12.597999999999999
768 - 2020-01-18,1.321909632741609,-1.7348837200627512,30.0,13.102
769 - 2020-01-19,1.4139795274836457,-1.2218005971483807,20.0,12.679999999999998
770 - 2020-01-20,1.0960106277643427,-2.5234922527476233,30.0,13.2
771 - 2020-01-21,1.0731423737424548,-2.4304827664819717,40.0,12.507
772 - 2020-01-22,1.6434840944820042,-0.1668106553010512,0.0,12.191000000000003
773 - 2020-01-23,1.5082822811253762,-0.5637097216981246,20.0,13.255
774 - 2020-01-24,1.321423400488884,-1.0702410466765002,20.0,12.829
775 - 2020-01-25,1.3996444837713728,-1.4667952176525691,10.0,12.659
776 - 2020-01-26,1.684552156302474,-0.06063263221642223,0.0,12.273000000000001
777 - 2020-01-27,1.3372826249271819,-0.6779379407639717,50.0,13.248999999999999
778 - 2020-01-28,1.6099923841398525,-0.07899217460399954,40.0,12.002
779 - 2020-01-29,1.9922654626520326,-2.5878674602527325,50.0,13.039
780 - 2020-01-30,1.5844370868966802,0.013676231188561039,20.0,12.018999999999998
781 - 2020-01-31,1.559215729303229,-0.4386056470983427,10.0,12.446999999999997
782 - 2020-02-01,1.463616091036208,-0.680042638793114,0.0,12.655999999999999
783 - 2020-02-02,0.8909802387395945,-2.0808671710549245,30.0,12.748
784 - 2020-02-03,1.4395149433401095,-0.5595508964367791,20.0,13.157
785 - 2020-02-04,1.7508193372186143,-0.3649648897448968,10.0,12.193
786 - 2020-02-05,1.551796487500549,0.09066494220797652,20.0,12.889999999999999
787 - 2020-02-06,1.4356704906794995,-0.8352884428658748,0.0,12.594000000000001
788 - 2020-02-07,1.207744883555406,-1.1651620255694357,40.0,13.022999999999998
789 - 2020-02-08,1.2762509353822606,-0.46599616339102073,30.0,12.245000000000001
790 - 2020-02-09,2.6018287279097136,0.7672633497103678,0.0,11.866
791 - 2020-02-10,1.978242032319807,0.1319573701147022,20.0,13.014999999999999
792 - 2020-02-11,1.3017965658773114,-0.7582416690767987,20.0,13.516
793 - 2020-02-12,1.6123802719264335,-0.7154115976194644,30.0,11.801
794 - 2020-02-13,1.3562393027104056,-1.9651463050734592,20.0,12.049000000000001
795 - 2020-02-14,1.1886300219023993,-0.7724806856767924,0.0,13.033
796 - 2020-02-15,2.339302345589005,0.7520276346901988,30.0,12.159
797 - 2020-02-16,1.0595342038889985,0.04889189437379848,30.0,12.134999999999998
798 - 2020-02-17,1.3614435037092967,-2.421795137213292,10.0,12.586
799 - 2020-02-18,2.0136359111602786,-0.21722037072154549,50.0,13.168
800 - 2020-02-19,1.3264911183081887,-1.0246514416483563,0.0,12.297999999999998
801 - 2020-02-20,1.7889176593007945,-1.3260283240525002,30.0,13.078
802 - 2020-02-21,1.3600572724192608,-0.6014493845418347,20.0,11.437
803 - 2020-02-22,1.5097336844679299,0.03812415507324379,20.0,12.437999999999999
804 - 2020-02-23,0.874829013089133,-1.3508912596569669,10.0,12.998
805 - 2020-02-24,1.1287199157248138,-0.7730966104387252,20.0,13.015999999999998
806 - 2020-02-25,1.8873623250887566,0.524160960271,30.0,12.790999999999999
807 - 2020-02-26,1.577949615242389,-1.4959684745082074,10.0,12.190999999999999
808 - 2020-02-27,1.5138378903471272,-0.9204452955912137,20.0,13.286999999999999
809 - 2020-02-28,1.388121685806633,-0.2330985054669129,40.0,12.52
810 - 2020-02-29,1.028637146058778,-0.5868311819464421,0.0,12.642
